ds,yhat,yhat_lower,yhat_upper
2022-03-01,1821.642020961824,1150.9534167731515,2499.8236567079093
2022-04-01,1505.1456778601546,808.4063518324953,2161.5801800769464
2022-05-01,1558.501878181033,912.7111335415389,2232.496954471897
2022-06-01,1437.4910546092647,780.8428040657736,2137.886263257548
2022-07-01,1505.6575717340074,843.6711010244876,2199.6789666047143
2022-08-01,1399.0846749068173,721.5592535051254,2075.979984212263
2022-09-01,1646.0491265758055,976.596066076927,2311.739307780489
2022-10-01,1741.310033817609,1105.6544149256263,2424.353939068273
2022-11-01,1675.9883618663373,998.3833420512045,2350.4217642041267
2022-12-01,1620.8223476342894,911.6852673584523,2306.393847391766
2023-01-01,1835.5433526915429,1162.2887730623866,2496.3456401149756
2023-02-01,1796.5083597206333,1106.344038917658,2408.0752917269224
2023-03-01,2035.3183447376541,1366.3745428192578,2684.852379537615
2023-04-01,1717.757216370943,1018.6448613053183,2409.801574870932
2023-05-01,1783.1527518112464,1055.603803093531,2437.406713538276
2023-06-01,1625.9800366525924,1000.3071418704861,2293.084888880647
2023-07-01,1710.0865268615878,1067.9516233333616,2381.541138717211
2023-08-01,1623.9381537023764,911.8206612642864,2293.497047857421
2023-09-01,1853.633173325788,1188.671282780328,2493.2397475286443
2023-10-01,1946.2309260088182,1252.2499160344669,2631.6696521389413
2023-11-01,1894.2939648567337,1215.2033614485258,2544.7434499823366
2023-12-01,1825.203542453265,1131.3520237104783,2523.4139266815837
2024-01-01,2041.0851500149465,1371.71674743448,2716.127445985816
2024-02-01,2002.2144860651672,1304.4966638727935,2656.2261408377017
2024-03-01,2233.425164283467,1580.2517620536962,2859.132844270131
2024-04-01,1919.3931656673537,1251.3472136318987,2570.902955768681
2024-05-01,1947.0604040395551,1304.1485097236293,2610.2154047849203
2024-06-01,1898.8412716135797,1187.9405542993359,2570.546476279985
2024-07-01,1937.1349801053968,1248.0136630248617,2616.5217067226376
2024-08-01,1789.0811821191128,1107.0479693374748,2461.3557307384895
2024-09-01,2069.307355576921,1410.0976367094863,2700.030543334236
2024-10-01,2170.5902197667488,1481.8061879697264,2839.1064166827996
2024-11-01,2078.332093936748,1354.0075153632345,2783.9701769758435
2024-12-01,2050.771404419492,1326.739932471123,2654.2054498504153
2025-01-01,2263.435547610867,1517.1588976836674,2910.7485824828336
2025-02-01,2224.700688136582,1560.9686158951765,2908.4195782360007
2025-03-01,2447.05231283706,1794.1732684417755,3153.268739647514
2025-04-01,2131.7317266231935,1493.4066639500418,2779.79067291158
2025-05-01,2172.510144313819,1511.7548537871232,2802.482630207495
2025-06-01,2087.8286993250385,1376.0419969705208,2751.7684443892017
2025-07-01,2140.719651889006,1512.563119009917,2819.0632950841145
2025-08-01,2013.5035363681382,1372.0668179516756,2678.758166314354
2025-08-31,2268.147574005268,1607.6766407848986,2894.875094368178
2025-09-30,2356.145573942194,1700.3206014257762,3030.2790935383327
2025-10-31,2330.762919745384,1654.2657227712607,3019.4425170745208
2025-11-30,2233.637244022842,1530.158724155747,2893.606083915427
2025-12-31,2452.112642948093,1739.14515574547,3100.5313348031837
2026-01-31,2414.1878479743023,1778.5048346758556,3114.119190875563
2026-02-28,2676.425901510659,1975.345324361207,3361.2350608793904
2026-03-31,2356.3184938424665,1735.286189179118,3019.1353332886924
2026-04-30,2454.562718661193,1753.2423072675044,3121.6267716673274
2026-05-31,2190.2505826708075,1503.1775676997872,2855.930157734787
2026-06-30,2326.007289614405,1664.6174808404628,2989.3104353632784
2026-07-31,2299.583939488599,1609.253395950922,2967.675704837575
2026-08-31,2475.0726365156765,1835.5119883154798,3144.086493505391
2026-09-30,2561.145526657819,1904.7029114155855,3205.7027417900586
2026-10-31,2548.913562503412,1904.7353062552625,3227.6579617023763
2026-11-30,2437.7002310991406,1737.141308716021,3086.297377717583
2026-12-31,2657.61137744098,1994.7946470622053,3390.630134544282
2027-01-31,2620.4626190353374,1988.513094644865,3293.3012537291024
2027-02-28,2890.1360269426527,2232.0050882145983,3591.6616831839897
2027-03-31,2569.3902807250456,1884.784434345988,3227.5353174697093
2027-04-30,2677.4853173523,2040.9280896112384,3347.202580425781
2027-05-31,2378.020865060792,1687.4875919897365,3059.2501698796846
2027-06-30,2532.2134684458338,1945.336816846429,3217.7351790510297
2027-07-31,2525.10569090248,1815.893917472888,3208.871332597053
2027-08-31,2681.7732538103933,1979.2571817563967,3417.5424611857447
2027-09-30,2766.178028490928,2073.012155406525,3401.1169424344453
2027-10-31,2767.000040957323,2118.603034537369,3469.4800716922364
2027-11-30,2641.6680008037147,1970.2786091438888,3318.453637806342
2027-12-31,2863.1087467232655,2176.318419170269,3555.791394853074
2028-01-31,2826.9339557644685,2153.1383710918553,3512.4777081223715
2028-02-29,3088.0759886107817,2456.763705746995,3789.546559749814
2028-03-31,2769.5592423860617,2036.835856682632,3401.607131249139
2028-04-30,2846.4514107540513,2180.6333545492453,3481.5606160075745
2028-05-31,2653.31858275766,1941.53927686926,3349.129853879284
2028-06-30,2754.014401420854,2120.017867761018,3446.8510162593516
2028-07-31,2688.0480091415316,2008.5896366546099,3396.5149203472356
